a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
"
        ,
        118,293",76%,"
                Tobey Maguire","
                Jeff Bridges","
                Chris Cooper","$120,147,445 ",156,77,25-Jul-03,"
                        Drama",PG-13 (some sexual situations and violent sports-related images),"
                    141 minutes
                ","
                Seabiscuit",-2003
,,,,,,,,,,,,,
"
        ,
        2,513",64%,"
                David Strathairn","
                Agnes Bruckner","
                Margaret Colin",,69,81,2-May-03,"
                        Drama",R (for sexual content and language),"
                    96 minutes
                ","
                Blue Car",-2003
,,,,,,,,,,,,,
"
        ,
        832",71%,"
                Carlo Brandt","
                Frank Conroy","
                Robert C.S. Downs",,53,82,11-Jan-03,"
                        Documentary,
                        Special Interest",PG-13,"
                    145 minutes
                ","
                Stone Reader",-2003
,,,,,,,,,,,,,
"
        ,
        1,210",77%,"
                Choi Min-sik","
                Choe Min-sik","
                Sung Ki Ahn",,34,83,14-Feb-03,"
                        Art House & International,
                        Drama",NR,"
                    117 minutes
                ","
                Chihwaseon",-2003
,,,,,,,,,,,,,
"
        ,
        2,916",89%,"
                Charles Bukowski","
                Taylor Hackford","
                Linda Lee Bukowski","$81,682 ",40,83,21-Mar-06,"
                        Documentary,
                        Special Interest",R (for language and sexual content/nudity.),"
                    130 minutes
                ","
                Bukowski: Born into This",-2003
,,,,,,,,,,,,,
"
        ,
        5,753",92%,"
                Dana Brown","
                Dan Malloy","
                Chris Malloy","$3,640,512 ",65,82,8-Aug-03,"
                        Documentary,
                        Sports & Fitness",PG (for some language),"
                    87 minutes
                ","
                Step Into Liquid",-2003
,,,,,,,,,,,,,
"
        ,
        200,658",75%,"
                Billy Bob Thornton","
                Bernie Mac","
                Tony Cox",,168,78,26-Nov-03,"
                        Comedy","R (for pervasive language, strong sexual content and some violence)","
                    91 minutes
                ","
                Bad Santa",-2003
,,,,,,,,,,,,,
"
        ,
        962",90%,"
                Abdullah Ibrahim","
                Sibongile Khumalo","
                Miriam Makeba",,52,83,21-Oct-03,"
                        Documentary,
                        Drama,
                        Musical & Performing Arts,
                        Special Interest","PG-13 (for some images of violence, and for momentary language)","
                    108 minutes
                ","
                Amandla! A Revolution in Four-Part Harmony",-2003
,,,,,,,,,,,,,
"
        ,
        18,819",88%,"
                Rémy Girard","
                Stéphane Rousseau","
                Dorothée Berryman",,107,81,21-Nov-03,"
                        Art House & International,
                        Comedy,
                        Drama","R (for language, sexual dialogue and drug content)","
                    1 minutes
                ","
                The Barbarian Invasions (Les Invasions barbares)",-2003
,,,,,,,,,,,,,
"
        ,
        51,567",83%,"
                Robert Duvall","
                Kevin Costner","
                Annette Bening","$58,260,046 ",144,80,15-Aug-03,"
                        Action & Adventure,
                        Drama,
                        Western",R (for violence),"
                    138 minutes
                ","
                Open Range",-2003
,,,,,,,,,,,,,
"
        ,
        33,125,137",86%,"
                Johnny Depp","
                Geoffrey Rush","
                Orlando Bloom","$305,343,252 ",168,79,28-Jun-03,"
                        Action & Adventure,
                        Science Fiction & Fantasy",PG-13 (for action/adventure violence),"
                    143 minutes
                ","
                Pirates of the Caribbean: The Curse of the Black Pearl",-2003
,,,,,,,,,,,,,
"
        ,
        214,469",77%,"
                Evan Rachel Wood","
                Holly Hunter","
                Nikki Reed","$4,500,238 ",123,81,20-Aug-03,"
                        Drama","R (for drug use, self destructive violence, language and sexuality - all involving young teens)","
                    100 minutes
                ","
                Thirteen",-2003
,,,,,,,,,,,,,
"
        ,
        210,316",86%,"
                Sean Penn","
                Naomi Watts","
                Benicio Del Toro","$16,162,920 ",146,80,21-Nov-03,"
                        Drama","R (for language, sexuality, some violence and drug use)","
                    126 minutes
                ","
                21 Grams",-2003
,,,,,,,,,,,,,
"
        ,
        4,907",92%,"
                Joachim Król","
                Stefano Dionisi","
                Erika Marozsan","$223,827 ",54,84,14-Nov-03,"
                        Art House & International,
                        Drama",R,"
                    114 minutes
                ","
                Gloomy Sunday",-2003
,,,,,,,,,,,,,
"
        ,
        896",81%,"
                Catherine Frot","
                Vincent Lindon","
                Rachida Brakni","$204,274 ",44,85,29-Jan-03,"
                        Art House & International,
                        Comedy,
                        Drama",NR,"
                    113 minutes
                ","
                Chaos",-2003
,,,,,,,,,,,,,
"
        ,
        33,156",83%,"
                Su-jeong Lim","
                Kab-su Kim","
                Lim Su-jung",,50,85,13-Jun-03,"
                        Art House & International,
                        Drama,
                        Horror,
                        Mystery & Suspense",R (for some violence and disturbing images),"
                    114 minutes
                ","
                A Tale of Two Sisters",-2003
,,,,,,,,,,,,,
"
        ,
        13,356",91%,"
                Artyom Bogucharsky","
                Elina Benenson","
                Artiom Bogucharski",,58,85,15-Jan-03,"
                        Art House & International,
                        Drama","R (for strong sexual content, a rape scene, drug use and language)","
                    109 minutes
                ","
                Lilja 4-ever",-2003
